Latitude (decimal degrees):	53.424
Longitude (decimal degrees):	-6.252
Elevation (m):	61
Radiation database:	PVGIS-SARAH3


Slope: 90 deg. 
Azimuth: 90 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230223:1811,0.0,0.0,0.0,0.0,8.14,2.69,0.0
20230223:1911,0.0,0.0,0.0,0.0,7.52,3.52,0.0
20230223:2011,0.0,0.0,0.0,0.0,7.21,3.45,0.0
20230223:2111,0.0,0.0,0.0,0.0,6.94,3.59,0.0
20230223:2211,0.0,0.0,0.0,0.0,6.72,3.66,0.0
20230223:2311,0.0,0.0,0.0,0.0,6.63,3.66,0.0
20230224:0011,0.0,0.0,0.0,0.0,6.58,3.79,0.0
20230224:0111,0.0,0.0,0.0,0.0,6.57,3.93,0.0
20230224:0211,0.0,0.0,0.0,0.0,6.56,4.0,0.0
20230224:0311,0.0,0.0,0.0,0.0,6.55,4.0,0.0
20230224:0411,0.0,0.0,0.0,0.0,6.52,4.14,0.0
20230224:0511,0.0,0.0,0.0,0.0,6.5,4.14,0.0
20230224:0611,0.0,0.0,0.0,0.0,6.58,4.21,0.0
20230224:0711,0.0,0.0,0.0,0.0,6.9,4.55,0.0
20230224:0811,0.0,11.75,3.3,5.64,7.28,4.48,0.0
20230224:0911,0.0,21.72,6.1,13.32,7.85,4.34,0.0
20230224:1011,0.0,31.33,8.8,19.74,8.4,4.0,0.0
20230224:1111,0.0,67.64,19.0,24.41,8.91,5.31,0.0
20230224:1211,0.0,23.14,6.5,26.84,9.48,5.31,0.0
20230224:1311,10.47,107.63,24.5,26.74,9.93,5.45,0.0
20230224:1411,36.89,106.33,23.0,24.12,10.32,4.97,0.0
20230224:1511,421.25,101.2,30.6,19.31,10.3,5.1,0.0
20230224:1611,178.33,97.48,14.2,12.77,10.05,5.24,0.0
20230224:1711,0.0,7.98,1.6,5.02,9.21,4.9,0.0
20230224:1811,0.0,0.0,0.0,0.0,8.56,4.83,0.0
20230224:1911,0.0,0.0,0.0,0.0,8.07,4.62,0.0
20230224:2011,0.0,0.0,0.0,0.0,7.69,4.69,0.0
20230224:2111,0.0,0.0,0.0,0.0,7.23,4.62,0.0
20230224:2211,0.0,0.0,0.0,0.0,6.82,4.34,0.0
20230224:2311,0.0,0.0,0.0,0.0,6.56,4.07,0.0
20230225:0011,0.0,0.0,0.0,0.0,6.42,3.86,0.0
20230225:0111,0.0,0.0,0.0,0.0,6.29,3.24,0.0
20230225:0211,0.0,0.0,0.0,0.0,5.95,2.55,0.0
20230225:0311,0.0,0.0,0.0,0.0,5.54,2.34,0.0
20230225:0411,0.0,0.0,0.0,0.0,5.21,2.48,0.0
20230225:0511,0.0,0.0,0.0,0.0,5.17,2.69,0.0
20230225:0611,0.0,0.0,0.0,0.0,5.18,3.17,0.0
20230225:0711,0.0,0.0,0.0,0.0,5.15,3.79,0.0
20230225:0811,0.0,12.1,3.4,5.97,5.09,3.79,0.0
20230225:0911,0.0,31.68,8.9,13.66,5.4,3.79,0.0
20230225:1011,0.0,53.76,15.1,20.1,5.81,4.69,0.0
20230225:1111,0.0,61.59,17.3,24.77,6.18,5.17,0.0
20230225:1211,0.0,80.1,22.5,27.21,6.28,5.17,0.0
20230225:1311,50.43,109.23,36.5,27.1,6.31,5.1,0.0
20230225:1411,81.38,123.51,28.5,24.47,6.26,5.17,0.0
20230225:1511,30.82,82.45,16.4,19.64,6.08,5.38,0.0
20230225:1611,401.27,120.06,18.5,13.08,5.86,5.31,0.0
20230225:1711,0.0,10.47,2.1,5.31,5.73,5.1,0.0
20230225:1811,0.0,0.0,0.0,0.0,5.77,4.76,0.0
20230225:1911,0.0,0.0,0.0,0.0,5.71,4.76,0.0
20230225:2011,0.0,0.0,0.0,0.0,5.87,4.55,0.0
20230225:2111,0.0,0.0,0.0,0.0,5.85,4.69,0.0
20230225:2211,0.0,0.0,0.0,0.0,5.88,4.97,0.0
20230225:2311,0.0,0.0,0.0,0.0,5.83,4.9,0.0
20230226:0011,0.0,0.0,0.0,0.0,5.65,4.69,0.0
20230226:0111,0.0,0.0,0.0,0.0,5.38,4.41,0.0
20230226:0211,0.0,0.0,0.0,0.0,5.1,4.07,0.0
20230226:0311,0.0,0.0,0.0,0.0,4.86,3.86,0.0
20230226:0411,0.0,0.0,0.0,0.0,4.89,3.79,0.0
20230226:0511,0.0,0.0,0.0,0.0,4.9,3.93,0.0
20230226:0611,0.0,0.0,0.0,0.0,5.09,4.14,0.0
20230226:0711,0.0,0.0,0.0,0.0,5.21,4.55,0.0
20230226:0811,0.0,8.9,2.5,6.3,5.38,4.41,0.0
20230226:0911,0.0,21.72,6.1,14.01,5.82,4.14,0.0
20230226:1011,0.0,19.22,5.4,20.46,6.46,5.31,0.0
20230226:1111,0.0,73.34,20.6,25.15,6.78,5.24,0.0
20230226:1211,0.0,45.57,12.8,27.58,7.06,4.97,0.0
20230226:1311,46.13,112.84,36.0,27.47,7.32,4.62,0.0
20230226:1411,77.72,123.94,28.5,24.83,7.49,4.55,0.0
20230226:1511,454.07,99.12,32.8,19.97,7.4,4.55,0.0
20230226:1611,399.61,121.13,18.9,13.39,7.24,4.34,0.0
20230226:1711,0.0,10.97,2.2,5.6,6.92,3.79,0.0
20230226:1811,0.0,0.0,0.0,0.0,6.6,3.52,0.0
20230226:1911,0.0,0.0,0.0,0.0,6.39,3.79,0.0
20230226:2011,0.0,0.0,0.0,0.0,6.24,3.72,0.0
20230226:2111,0.0,0.0,0.0,0.0,6.03,3.72,0.0
20230226:2211,0.0,0.0,0.0,0.0,6.03,3.72,0.0
20230226:2311,0.0,0.0,0.0,0.0,6.02,3.66,0.0
20230227:0011,0.0,0.0,0.0,0.0,6.0,3.59,0.0
20230227:0111,0.0,0.0,0.0,0.0,5.96,3.72,0.0
20230227:0211,0.0,0.0,0.0,0.0,5.78,3.72,0.0
20230227:0311,0.0,0.0,0.0,0.0,5.57,3.59,0.0
20230227:0411,0.0,0.0,0.0,0.0,5.21,3.31,0.0
20230227:0511,0.0,0.0,0.0,0.0,4.97,3.17,0.0
20230227:0611,0.0,0.0,0.0,0.0,4.91,3.1,0.0
20230227:0711,0.0,0.0,0.0,0.0,4.9,3.1,0.0
20230227:0811,0.0,11.04,3.1,6.64,5.07,3.17,0.0
20230227:0911,0.0,23.85,6.7,14.35,5.81,3.38,0.0
20230227:1011,0.0,54.82,15.4,20.82,6.5,4.55,0.0
20230227:1111,0.0,74.4,20.9,25.52,6.9,4.69,0.0
20230227:1211,0.0,64.08,18.0,27.96,7.12,4.62,0.0
20230227:1311,22.61,120.02,30.5,27.84,7.2,4.21,0.0
20230227:1411,35.7,112.71,24.3,25.18,7.2,3.93,0.0
20230227:1511,195.69,131.5,26.1,20.3,7.15,3.79,0.0
20230227:1611,76.93,75.4,12.7,13.7,6.96,3.79,0.0
20230227:1711,0.0,10.47,2.1,5.89,6.79,3.66,0.0
20230227:1811,0.0,0.0,0.0,0.0,6.45,3.24,0.0
20230227:1911,0.0,0.0,0.0,0.0,6.35,3.31,0.0
20230227:2011,0.0,0.0,0.0,0.0,6.33,3.1,0.0
20230227:2111,0.0,0.0,0.0,0.0,6.23,3.1,0.0
20230227:2211,0.0,0.0,0.0,0.0,6.25,3.24,0.0
20230227:2311,0.0,0.0,0.0,0.0,6.16,3.31,0.0
20230228:0011,0.0,0.0,0.0,0.0,6.22,3.24,0.0
20230228:0111,0.0,0.0,0.0,0.0,5.98,2.97,0.0
20230228:0211,0.0,0.0,0.0,0.0,5.87,2.76,0.0
20230228:0311,0.0,0.0,0.0,0.0,5.81,2.48,0.0
20230228:0411,0.0,0.0,0.0,0.0,5.66,2.41,0.0
20230228:0511,0.0,0.0,0.0,0.0,5.36,2.62,0.0
20230228:0611,0.0,0.0,0.0,0.0,5.45,2.83,0.0
20230228:0711,0.0,0.0,0.0,0.0,5.63,3.45,0.0
20230228:0811,0.0,16.38,4.6,6.97,5.81,3.79,0.0
20230228:0911,0.0,38.8,10.9,14.7,6.12,4.0,0.0
20230228:1011,0.0,54.82,15.4,21.19,6.47,4.48,0.0
20230228:1111,0.0,71.56,20.1,25.89,6.92,4.83,0.0
20230228:1211,0.0,79.39,22.3,28.34,7.17,4.69,0.0
20230228:1311,0.0,43.37,8.7,28.21,7.13,4.76,0.0
20230228:1411,0.0,59.82,12.0,25.53,7.21,5.03,0.0
20230228:1511,0.0,44.86,9.0,20.63,7.21,5.17,0.0
20230228:1611,3.28,37.08,7.4,14.01,6.95,5.17,0.0
20230228:1711,17.09,19.56,3.4,6.18,6.71,5.03,0.0
20230228:1811,0.0,0.0,0.0,0.0,6.46,4.76,0.0
20230228:1911,0.0,0.0,0.0,0.0,5.98,4.76,0.0
20230228:2011,0.0,0.0,0.0,0.0,5.92,4.69,0.0
20230228:2111,0.0,0.0,0.0,0.0,5.99,4.69,0.0
20230228:2211,0.0,0.0,0.0,0.0,6.15,4.69,0.0
20230228:2311,0.0,0.0,0.0,0.0,6.11,4.76,0.0
20230301:0011,0.0,0.0,0.0,0.0,6.17,4.83,0.0
20230301:0111,0.0,0.0,0.0,0.0,6.07,4.76,0.0
20230301:0211,0.0,0.0,0.0,0.0,5.98,4.76,0.0
20230301:0311,0.0,0.0,0.0,0.0,5.9,4.76,0.0
20230301:0411,0.0,0.0,0.0,0.0,5.72,4.69,0.0
20230301:0511,0.0,0.0,0.0,0.0,5.81,4.62,0.0
20230301:0611,0.0,0.0,0.0,0.0,5.8,4.62,0.0
20230301:0711,0.0,0.0,0.0,0.0,5.64,4.62,0.0
20230301:0811,0.0,14.24,4.0,7.31,5.66,4.69,0.0
20230301:0911,0.0,34.18,9.6,15.06,6.04,4.83,0.0
20230301:1011,0.0,61.23,17.2,21.55,6.51,6.14,0.0
20230301:1111,0.0,72.62,20.4,26.27,6.78,6.0,0.0
20230301:1211,0.0,71.2,20.0,28.72,6.87,6.0,0.0
20230301:1311,102.15,67.86,46.7,28.59,7.2,6.0,0.0
20230301:1411,160.52,131.09,36.0,25.89,7.33,6.0,0.0
20230301:1511,408.42,116.71,33.3,20.96,7.38,5.93,0.0
20230301:1611,440.17,125.09,21.0,14.32,7.28,5.79,0.0
20230301:1711,351.32,91.9,7.7,6.47,7.13,5.03,0.0
20230301:1811,0.0,0.0,0.0,0.0,6.9,4.9,0.0
20230301:1911,0.0,0.0,0.0,0.0,6.59,5.24,0.0
20230301:2011,0.0,0.0,0.0,0.0,6.54,5.45,0.0
20230301:2111,0.0,0.0,0.0,0.0,6.43,5.66,0.0
20230301:2211,0.0,0.0,0.0,0.0,6.26,5.59,0.0
20230301:2311,0.0,0.0,0.0,0.0,6.14,5.45,0.0
20230302:0011,0.0,0.0,0.0,0.0,6.07,5.38,0.0
20230302:0111,0.0,0.0,0.0,0.0,6.04,5.17,0.0
20230302:0211,0.0,0.0,0.0,0.0,5.81,4.83,0.0
20230302:0311,0.0,0.0,0.0,0.0,5.83,4.55,0.0
20230302:0411,0.0,0.0,0.0,0.0,5.87,4.14,0.0
20230302:0511,0.0,0.0,0.0,0.0,5.94,3.86,0.0
20230302:0611,0.0,0.0,0.0,0.0,5.85,3.59,0.0
20230302:0711,0.0,0.0,0.0,0.0,5.75,3.45,0.0
20230302:0811,0.0,17.44,4.9,7.66,5.78,3.24,0.0
20230302:0911,0.0,35.24,9.9,15.41,6.1,2.97,0.0
20230302:1011,0.0,45.21,12.7,21.92,6.4,3.52,0.0
20230302:1111,0.0,75.12,21.1,26.65,6.7,3.52,0.0
20230302:1211,0.0,58.38,16.4,29.11,7.11,3.52,0.0
20230302:1311,15.99,121.44,29.0,28.96,7.14,3.31,0.0
20230302:1411,16.87,103.04,21.6,26.24,7.28,3.17,0.0
20230302:1511,15.24,78.0,15.7,21.29,7.06,2.9,0.0
20230302:1611,37.81,62.1,11.5,14.62,7.14,2.97,0.0
20230302:1711,54.81,34.82,4.9,6.76,6.82,2.97,0.0
20230302:1811,0.0,0.0,0.0,0.0,6.26,2.9,0.0
20230302:1911,0.0,0.0,0.0,0.0,5.93,3.1,0.0
20230302:2011,0.0,0.0,0.0,0.0,5.57,2.97,0.0
20230302:2111,0.0,0.0,0.0,0.0,5.44,2.83,0.0
20230302:2211,0.0,0.0,0.0,0.0,5.25,2.76,0.0
20230302:2311,0.0,0.0,0.0,0.0,5.31,2.55,0.0
20230303:0011,0.0,0.0,0.0,0.0,5.29,2.34,0.0
20230303:0111,0.0,0.0,0.0,0.0,5.29,2.07,0.0
20230303:0211,0.0,0.0,0.0,0.0,5.04,1.72,0.0
20230303:0311,0.0,0.0,0.0,0.0,4.61,1.52,0.0
20230303:0411,0.0,0.0,0.0,0.0,4.26,1.59,0.0
20230303:0511,0.0,0.0,0.0,0.0,4.2,1.72,0.0
20230303:0611,0.0,0.0,0.0,0.0,4.28,1.86,0.0
20230303:0711,0.0,0.0,0.0,0.0,4.62,2.14,0.0
20230303:0811,0.0,11.04,3.1,8.0,4.88,2.14,0.0
20230303:0911,0.0,14.6,4.1,15.77,5.8,2.28,0.0
20230303:1011,0.0,25.28,7.1,22.29,6.6,3.24,0.0
20230303:1111,0.0,32.04,9.0,27.04,7.06,3.24,0.0
20230303:1211,0.0,17.09,4.8,29.49,7.24,3.17,0.0
20230303:1311,6.78,113.19,24.7,29.34,7.25,3.1,0.0
20230303:1411,2.64,80.87,16.4,26.6,7.16,3.03,0.0
20230303:1511,93.63,117.32,23.1,21.63,7.09,2.9,0.0
20230303:1611,18.55,53.77,10.4,14.93,6.98,2.83,0.0
20230303:1711,180.39,70.86,7.0,7.05,6.63,2.76,0.0
20230303:1811,0.0,0.0,0.0,0.0,6.25,2.55,0.0
20230303:1911,0.0,0.0,0.0,0.0,5.42,2.48,0.0
20230303:2011,0.0,0.0,0.0,0.0,5.2,2.41,0.0
20230303:2111,0.0,0.0,0.0,0.0,5.0,2.28,0.0
20230303:2211,0.0,0.0,0.0,0.0,4.87,2.21,0.0
20230303:2311,0.0,0.0,0.0,0.0,4.76,2.07,0.0
20230304:0011,0.0,0.0,0.0,0.0,4.65,1.86,0.0
20230304:0111,0.0,0.0,0.0,0.0,4.34,1.72,0.0
20230304:0211,0.0,0.0,0.0,0.0,4.09,1.52,0.0
20230304:0311,0.0,0.0,0.0,0.0,4.0,1.38,0.0
20230304:0411,0.0,0.0,0.0,0.0,3.97,1.45,0.0
20230304:0511,0.0,0.0,0.0,0.0,3.98,1.66,0.0
20230304:0611,0.0,0.0,0.0,0.0,3.97,1.79,0.0
20230304:0711,0.0,0.0,0.0,0.0,3.98,2.0,0.0
20230304:0811,0.0,13.88,3.9,8.35,3.9,2.0,0.0
20230304:0911,0.0,21.0,5.9,16.13,4.42,2.07,0.0
20230304:1011,0.0,24.21,6.8,22.67,4.93,2.34,0.0
20230304:1111,0.0,31.68,8.9,27.42,5.2,2.21,0.0
20230304:1211,0.0,20.65,5.8,29.88,5.51,1.93,0.0
20230304:1311,0.0,64.8,13.0,29.72,5.75,1.72,0.0
20230304:1411,0.0,56.83,11.4,26.96,5.85,1.59,0.0
20230304:1511,0.0,54.34,10.9,21.96,5.81,1.72,0.0
20230304:1611,6.07,46.31,9.2,15.24,5.74,2.0,0.0
20230304:1711,43.37,34.01,5.2,7.34,5.59,2.28,0.0
20230304:1811,0.0,0.0,0.0,0.0,5.33,2.34,0.0
20230304:1911,0.0,0.0,0.0,0.0,5.19,1.93,0.0
20230304:2011,0.0,0.0,0.0,0.0,4.97,1.86,0.0
20230304:2111,0.0,0.0,0.0,0.0,4.82,1.86,0.0
20230304:2211,0.0,0.0,0.0,0.0,4.51,1.79,0.0
20230304:2311,0.0,0.0,0.0,0.0,4.14,1.66,0.0
20230305:0011,0.0,0.0,0.0,0.0,3.85,1.86,0.0
20230305:0111,0.0,0.0,0.0,0.0,4.02,2.34,0.0
20230305:0211,0.0,0.0,0.0,0.0,3.74,2.9,0.0
20230305:0311,0.0,0.0,0.0,0.0,3.69,3.03,0.0
20230305:0411,0.0,0.0,0.0,0.0,3.59,3.1,0.0
20230305:0511,0.0,0.0,0.0,0.0,3.57,3.31,0.0
20230305:0611,0.0,0.0,0.0,0.0,3.62,3.38,0.0
20230305:0711,0.0,0.0,0.0,0.0,3.6,3.31,0.0
20230305:0811,0.0,21.36,6.0,8.7,3.68,3.31,0.0
20230305:0911,0.0,44.5,12.5,16.5,4.42,3.52,0.0
20230305:1011,0.0,66.22,18.6,23.05,5.6,3.72,0.0
20230305:1111,0.0,78.68,22.1,27.81,6.95,4.21,0.0
20230305:1211,0.0,88.29,24.8,30.27,7.94,4.14,0.0
20230305:1311,6.13,114.52,24.8,30.1,8.62,3.93,0.0
20230305:1411,172.57,135.18,38.6,27.32,8.93,3.86,0.0
20230305:1511,169.6,137.35,27.6,22.29,9.18,3.86,0.0
20230305:1611,143.05,103.47,16.7,15.55,8.87,3.79,0.0
20230305:1711,13.92,24.06,4.4,7.63,8.35,3.86,0.0
20230305:1811,0.0,0.0,0.0,0.0,7.7,3.93,0.0
20230305:1911,0.0,0.0,0.0,0.0,7.1,4.0,0.0
20230305:2011,0.0,0.0,0.0,0.0,6.68,4.0,0.0
20230305:2111,0.0,0.0,0.0,0.0,6.3,4.0,0.0
20230305:2211,0.0,0.0,0.0,0.0,5.9,4.07,0.0
20230305:2311,0.0,0.0,0.0,0.0,5.6,4.14,0.0
20230306:0011,0.0,0.0,0.0,0.0,5.3,4.14,0.0
20230306:0111,0.0,0.0,0.0,0.0,4.98,4.07,0.0
20230306:0211,0.0,0.0,0.0,0.0,4.82,3.93,0.0
20230306:0311,0.0,0.0,0.0,0.0,4.83,4.0,0.0
20230306:0411,0.0,0.0,0.0,0.0,4.86,4.07,0.0
20230306:0511,0.0,0.0,0.0,0.0,4.92,4.07,0.0
20230306:0611,0.0,0.0,0.0,0.0,4.96,4.07,0.0
20230306:0711,0.0,0.0,0.0,0.0,5.29,4.48,0.0
20230306:0811,0.0,21.0,5.9,9.05,5.41,4.48,0.0
20230306:0911,0.0,46.28,13.0,16.86,5.9,5.1,0.0
20230306:1011,0.0,56.96,16.0,23.42,6.52,5.31,0.0
20230306:1111,0.0,75.83,21.3,28.2,7.02,5.1,0.0
20230306:1211,0.0,82.95,23.3,30.66,7.32,4.62,0.0
20230306:1311,7.27,116.77,25.6,30.48,7.31,4.28,0.0
20230306:1411,1.71,81.14,16.4,27.68,7.1,4.0,0.0
20230306:1511,17.72,84.23,17.0,22.62,6.87,3.86,0.0
20230306:1611,61.48,77.32,13.9,15.86,6.49,3.72,0.0
20230306:1711,13.43,23.84,4.4,7.93,5.99,3.59,0.0
20230306:1811,0.0,0.0,0.0,0.0,5.37,3.59,0.0
20230306:1911,0.0,0.0,0.0,0.0,4.88,2.97,0.0
20230306:2011,0.0,0.0,0.0,0.0,4.48,3.1,0.0
20230306:2111,0.0,0.0,0.0,0.0,4.13,3.45,0.0
20230306:2211,0.0,0.0,0.0,0.0,3.66,3.86,0.0
20230306:2311,0.0,0.0,0.0,0.0,3.14,3.86,0.0
20230307:0011,0.0,0.0,0.0,0.0,2.67,4.0,0.0
20230307:0111,0.0,0.0,0.0,0.0,2.38,4.07,0.0
20230307:0211,0.0,0.0,0.0,0.0,2.07,4.14,0.0
20230307:0311,0.0,0.0,0.0,0.0,1.64,4.28,0.0
20230307:0411,0.0,0.0,0.0,0.0,1.25,4.41,0.0
20230307:0511,0.0,0.0,0.0,0.0,0.82,4.41,0.0
20230307:0611,0.0,0.0,0.0,0.0,0.47,4.28,0.0
20230307:0711,0.0,0.0,0.0,0.0,-0.15,3.86,0.0
20230307:0811,0.0,19.58,5.5,9.41,0.17,3.52,0.0
20230307:0911,0.0,25.99,7.3,17.23,1.22,3.72,0.0
20230307:1011,0.0,30.97,8.7,23.8,2.43,3.72,0.0
20230307:1111,0.0,39.52,11.1,28.59,3.4,3.79,0.0
20230307:1211,0.0,51.98,14.6,31.05,4.1,3.45,0.0
20230307:1311,125.37,54.1,53.6,30.86,4.62,3.1,0.0
20230307:1411,336.42,79.54,48.9,28.03,4.85,2.62,0.0
20230307:1511,485.54,109.12,39.1,22.96,4.89,2.28,0.0
20230307:1611,463.24,135.1,24.4,16.17,4.81,1.93,0.0
20230307:1711,389.22,108.92,10.5,8.22,4.52,1.86,0.0
20230307:1811,0.0,0.0,0.0,0.0,3.96,1.79,0.0
20230307:1911,0.0,0.0,0.0,0.0,3.18,1.86,0.0
20230307:2011,0.0,0.0,0.0,0.0,2.5,2.34,0.0
20230307:2111,0.0,0.0,0.0,0.0,2.08,2.62,0.0
20230307:2211,0.0,0.0,0.0,0.0,1.94,2.97,0.0
20230307:2311,0.0,0.0,0.0,0.0,1.98,3.31,0.0
20230308:0011,0.0,0.0,0.0,0.0,2.11,3.66,0.0
20230308:0111,0.0,0.0,0.0,0.0,2.27,3.93,0.0
20230308:0211,0.0,0.0,0.0,0.0,2.49,4.07,0.0
20230308:0311,0.0,0.0,0.0,0.0,2.5,4.21,0.0
20230308:0411,0.0,0.0,0.0,0.0,2.64,4.34,0.0
20230308:0511,0.0,0.0,0.0,0.0,2.74,4.41,0.0
20230308:0611,0.0,0.0,0.0,0.0,2.81,4.48,0.0
20230308:0711,0.0,0.0,0.0,0.0,2.81,4.76,0.0
20230308:0811,0.0,18.87,5.3,9.77,2.98,4.83,0.0
20230308:0911,0.0,49.48,13.9,17.6,3.35,5.03,0.0
20230308:1011,0.0,49.84,14.0,24.19,3.71,6.0,0.0
20230308:1111,0.0,84.02,23.6,28.98,4.15,6.48,0.0
20230308:1211,0.0,80.46,22.6,31.44,4.4,6.69,0.0
20230308:1311,68.95,114.5,44.8,31.24,4.63,6.69,0.0
20230308:1411,178.09,139.08,40.4,28.39,4.77,6.55,0.0
20230308:1511,223.42,147.74,31.1,23.29,4.59,6.34,0.0
20230308:1611,0.0,41.87,8.4,16.48,4.44,6.48,0.0
20230308:1711,18.82,29.44,5.3,8.51,4.29,6.21,0.0
20230308:1811,0.0,0.0,0.0,0.0,4.07,6.07,0.0
20230308:1911,0.0,0.0,0.0,0.0,3.66,6.0,0.0
20230308:2011,0.0,0.0,0.0,0.0,3.31,5.79,0.0
20230308:2111,0.0,0.0,0.0,0.0,3.27,5.45,0.0
20230308:2211,0.0,0.0,0.0,0.0,3.33,5.24,0.0
20230308:2311,0.0,0.0,0.0,0.0,3.53,5.24,0.0
20230309:0011,0.0,0.0,0.0,0.0,3.54,5.31,0.0
20230309:0111,0.0,0.0,0.0,0.0,3.28,5.31,0.0
20230309:0211,0.0,0.0,0.0,0.0,3.22,5.59,0.0
20230309:0311,0.0,0.0,0.0,0.0,3.2,6.07,0.0
20230309:0411,0.0,0.0,0.0,0.0,3.11,6.21,0.0
20230309:0511,0.0,0.0,0.0,0.0,2.95,6.41,0.0
20230309:0611,0.0,0.0,0.0,0.0,2.49,6.83,0.0
20230309:0711,0.0,0.0,0.0,0.0,2.23,6.28,0.0
20230309:0811,0.0,21.0,5.9,10.13,2.17,6.34,0.0
20230309:0911,0.0,36.31,10.2,17.97,1.91,6.62,0.0
20230309:1011,0.0,29.55,8.3,24.57,2.04,7.17,0.0
20230309:1111,0.0,44.5,12.5,29.38,2.45,8.14,0.0
20230309:1211,0.0,36.67,10.3,31.84,2.66,8.14,0.0
20230309:1311,0.0,49.85,10.0,31.62,2.91,8.07,0.0
20230309:1411,0.0,30.41,6.1,28.75,3.19,8.48,0.0
20230309:1511,0.0,29.91,6.0,23.62,3.4,8.97,0.0
20230309:1611,5.56,48.12,9.6,16.79,3.55,9.17,0.0
20230309:1711,182.24,80.61,9.0,8.79,3.58,8.97,0.0
20230309:1811,0.0,0.0,0.0,0.0,3.21,8.62,0.0
20230309:1911,0.0,0.0,0.0,0.0,2.37,8.9,0.0
20230309:2011,0.0,0.0,0.0,0.0,2.25,9.03,0.0
20230309:2111,0.0,0.0,0.0,0.0,2.11,9.52,0.0
20230309:2211,0.0,0.0,0.0,0.0,2.04,9.52,0.0
20230309:2311,0.0,0.0,0.0,0.0,2.0,9.52,0.0
20230310:0011,0.0,0.0,0.0,0.0,1.75,9.66,0.0
20230310:0111,0.0,0.0,0.0,0.0,1.83,9.45,0.0
20230310:0211,0.0,0.0,0.0,0.0,1.7,8.34,0.0
20230310:0311,0.0,0.0,0.0,0.0,1.68,7.66,0.0
20230310:0411,0.0,0.0,0.0,0.0,1.52,7.24,0.0
20230310:0511,0.0,0.0,0.0,0.0,1.66,6.83,0.0
20230310:0611,0.0,0.0,0.0,0.0,1.8,5.93,0.0
20230310:0711,0.0,1.07,0.3,1.9,1.81,5.45,0.0
20230310:0811,0.0,18.87,5.3,10.49,1.75,4.48,0.0
20230310:0911,0.0,47.7,13.4,18.34,2.42,4.14,0.0
20230310:1011,0.0,72.62,20.4,24.96,2.72,4.0,0.0
20230310:1111,0.0,66.22,18.6,29.77,3.21,3.66,0.0
20230310:1211,0.0,38.8,10.9,32.24,3.71,3.31,0.0
20230310:1311,102.9,83.85,51.3,32.0,3.89,2.69,0.0
20230310:1411,338.65,80.03,50.4,29.11,5.46,2.34,0.0
20230310:1511,487.54,108.98,40.5,23.96,5.49,2.34,0.0
20230310:1611,457.09,138.24,25.6,17.09,5.28,1.72,0.0
20230310:1711,400.43,112.04,11.7,9.08,5.02,1.66,0.0
20230310:1811,0.0,0.0,0.0,0.0,4.22,1.66,0.0
20230310:1911,0.0,0.0,0.0,0.0,3.23,1.93,0.0
20230310:2011,0.0,0.0,0.0,0.0,2.83,2.21,0.0
20230310:2111,0.0,0.0,0.0,0.0,2.79,2.41,0.0
20230310:2211,0.0,0.0,0.0,0.0,2.45,2.83,0.0
20230310:2311,0.0,0.0,0.0,0.0,2.16,2.97,0.0
20230311:0011,0.0,0.0,0.0,0.0,1.96,3.31,0.0
20230311:0111,0.0,0.0,0.0,0.0,1.84,3.38,0.0
20230311:0211,0.0,0.0,0.0,0.0,1.79,3.59,0.0
20230311:0311,0.0,0.0,0.0,0.0,2.09,3.45,0.0
20230311:0411,0.0,0.0,0.0,0.0,2.33,3.45,0.0
20230311:0511,0.0,0.0,0.0,0.0,2.62,3.79,0.0
20230311:0611,0.0,0.0,0.0,0.0,2.85,4.0,0.0
20230311:0711,0.0,0.36,0.1,2.25,3.11,5.24,0.0
20230311:0811,0.0,21.72,6.1,10.85,3.4,5.72,0.0
20230311:0911,0.0,44.14,12.4,18.71,3.64,6.07,0.0
20230311:1011,0.0,32.4,9.1,25.34,4.08,6.55,0.0
20230311:1111,0.0,32.4,9.1,30.17,4.74,7.17,0.0
20230311:1211,0.0,23.85,6.7,32.63,4.49,6.83,0.0
20230311:1311,0.0,52.34,10.5,32.39,4.26,6.9,0.0
20230311:1411,0.0,40.88,8.2,29.47,4.93,6.83,0.0
20230311:1511,0.0,60.82,12.2,24.29,5.62,6.21,0.0
20230311:1611,107.75,100.39,17.4,17.4,6.31,5.38,0.0
20230311:1711,51.43,44.09,7.0,9.37,6.85,3.59,0.0
20230311:1811,0.0,0.0,0.0,0.0,7.53,2.97,0.0
20230311:1911,0.0,0.0,0.0,0.0,8.87,4.97,0.0
20230311:2011,0.0,0.0,0.0,0.0,9.51,6.28,0.0
20230311:2111,0.0,0.0,0.0,0.0,9.65,6.9,0.0
20230311:2211,0.0,0.0,0.0,0.0,9.56,6.97,0.0
20230311:2311,0.0,0.0,0.0,0.0,9.44,6.69,0.0
20230312:0011,0.0,0.0,0.0,0.0,9.33,6.62,0.0
20230312:0111,0.0,0.0,0.0,0.0,9.2,6.21,0.0
20230312:0211,0.0,0.0,0.0,0.0,9.15,6.21,0.0
20230312:0311,0.0,0.0,0.0,0.0,8.9,5.93,0.0
20230312:0411,0.0,0.0,0.0,0.0,8.5,5.72,0.0
20230312:0511,0.0,0.0,0.0,0.0,8.23,5.59,0.0
